id,product_number,quantity,price,discount,featured,name,description,images,variants,category_link,category,product_colors,brand_link,brand_name,Order Items
13,3214,1000,₦3500,,false,"4"" Semi-Thick PVC Pipe","4"" PVC pipe is a durable and versatile piping solution. It's made from high-quality PVC material, resistant to corrosion and chemicals. The pipe's 4-inch diameter and thick walls provide strength and stability. It's ideal for various applications, including plumbing, irrigation, and drainage systems.","IMG-20250720-WA0067.jpg (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/nP808W_RFVLpmQHEJlERbw/DitwXjteTc5BzuoFdFFxSh4-_UPBHy5Yby2d4xRPCJ4Mbxy13L2cdK6T-rw92EKaucpZGrhotjLb68eoB4MdAasH3OMn35IypSCpNoSIvYGoIFwEGBD-qnlRV5mXIzp1MJ5-cNFnisANR8j4smeR7r6vkd2ZIRtR3rlqTs3kSjw/T9kg9C4RkMkdsJST23frqvbVJcwLhLy2EsLT-DF5hS8),IMG-20250720-WA0068.jpg (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/sgzFveuuj-cdPjHGYcKLBw/ReNolWbI4RC0SQlr8VayyRK7hQkHez5WdY_Zbo7COTxrhHpaxvW1IW0pWYcdQQoj1JP6Q6tm3vcFW3uW1qOc87iB_z2U1QT21JBFDstvOXugcEbFS6inEVW2pUEpyTwmxAoIEKTA8pN_hwC0PFJBtm3da3WExrBoIuSvEx206QM/nxmuPcQODFS3wYVDgwhrhwB8I2HFV3yxliG0WplCh-A),IMG-20250720-WA0069.jpg (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/2iNxT3hA3Up8qtbvgRjjsg/_vux80t-wj2q-M-IRU6HYpvQZ_gopRolee6CcWrPJiRYbpdkHr7ZPSFT0npCrf4PHc7-VSEk14wEuwF6y-fAldZtSInDqbB9RQacBv9CzCsH8ofS39UJGj_hkZ5yQNzEdl8Etc2T0em_yiuwbsJDJkTFkxJ8RZaBBEt3YFb7gCI/P4lkhTqiez6YBa_VaEHRkXOlLUanEVcz15PVatRCkg8),IMG-20250720-WA0071.jpg (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/yXz50PT8HjwiSBxk9r4zwg/ATvPQuTtZ3HVDBCv-UVgP5jVAx7lqzCVyHUx91yK9lImPkMzdg_PlKUlu6frqiA8p1QTFsyz05Q9pvdaK3W-v-pbD5a29RETbVFEa7Zw0U8RsE7NTj7kEgbe7tdsBU4ixEIQUhnBA0fmvkGtNiR8mfEbmNmGteSf6S9lmBZq_YA/cm17XFbbaTs47LMZZOLcuqsScVNqNh1mVTbaMkn8iVk)",,pipes,pipes,,,,
14,4312,300,₦2800,,false,"4"" light PVC pipe","4"" PVC pipe is a durable and versatile piping solution. It's made from high-quality PVC material, resistant to corrosion and chemicals. The pipe's 4-inch diameter and thick walls provide strength and stability. It's ideal for various applications, including plumbing, irrigation, and drainage systems.","IMG-20250720-WA0067.jpg (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/nP808W_RFVLpmQHEJlERbw/DitwXjteTc5BzuoFdFFxSh4-_UPBHy5Yby2d4xRPCJ4Mbxy13L2cdK6T-rw92EKaucpZGrhotjLb68eoB4MdAasH3OMn35IypSCpNoSIvYGoIFwEGBD-qnlRV5mXIzp1MJ5-cNFnisANR8j4smeR7r6vkd2ZIRtR3rlqTs3kSjw/T9kg9C4RkMkdsJST23frqvbVJcwLhLy2EsLT-DF5hS8),IMG-20250720-WA0068.jpg (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/sgzFveuuj-cdPjHGYcKLBw/ReNolWbI4RC0SQlr8VayyRK7hQkHez5WdY_Zbo7COTxrhHpaxvW1IW0pWYcdQQoj1JP6Q6tm3vcFW3uW1qOc87iB_z2U1QT21JBFDstvOXugcEbFS6inEVW2pUEpyTwmxAoIEKTA8pN_hwC0PFJBtm3da3WExrBoIuSvEx206QM/nxmuPcQODFS3wYVDgwhrhwB8I2HFV3yxliG0WplCh-A),IMG-20250720-WA0069.jpg (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/2iNxT3hA3Up8qtbvgRjjsg/_vux80t-wj2q-M-IRU6HYpvQZ_gopRolee6CcWrPJiRYbpdkHr7ZPSFT0npCrf4PHc7-VSEk14wEuwF6y-fAldZtSInDqbB9RQacBv9CzCsH8ofS39UJGj_hkZ5yQNzEdl8Etc2T0em_yiuwbsJDJkTFkxJ8RZaBBEt3YFb7gCI/P4lkhTqiez6YBa_VaEHRkXOlLUanEVcz15PVatRCkg8),IMG-20250720-WA0071.jpg (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/yXz50PT8HjwiSBxk9r4zwg/ATvPQuTtZ3HVDBCv-UVgP5jVAx7lqzCVyHUx91yK9lImPkMzdg_PlKUlu6frqiA8p1QTFsyz05Q9pvdaK3W-v-pbD5a29RETbVFEa7Zw0U8RsE7NTj7kEgbe7tdsBU4ixEIQUhnBA0fmvkGtNiR8mfEbmNmGteSf6S9lmBZq_YA/cm17XFbbaTs47LMZZOLcuqsScVNqNh1mVTbaMkn8iVk)",,pipes,pipes,,,,
15,6547,200,₦25500,2%,false,"5"" Casing Pipe","5"" casing pipe is a large-diameter pipe used for encasing utilities, such as water or gas lines, or for drilling and extraction applications. It's typically made from durable materials like steel or PVC, providing strength and protection. The pipe's 5-inch diameter offers ample space for housing various types of infrastructure or equipment. Casing pipes like these are often used in construction, oil and gas, and utility installation projects.",casing.jpeg (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/wenKNIzbYH35f1NxP7Wijw/qL2AAIqwy26iPSiuutIQiZ6HjUDb6EiQKZqllvlEVwDbE-QmYpHqqGDdkA9bpTMwxbnQMf4j1SPX6ECqTijXVfS-qJck_skM1_At2xLyOlzofyuHgUAyDkQjSAHVuYFrUZtxm_rV8wQpZE6geJ0KS-t-eB_EjeXGJmb92fTwCwg/OI0jA0hGxcYG1HoRHy4idjyuRAAd98ySGwDJ8Im16jc),,pipes,pipes,,,,
16,5431,400,₦4500,,false,3' Thick PVC Pipe,"3"" PVC pipe has a diameter of three inches, making it suitable for various applications, including plumbing, irrigation, and industrial uses. The pipe's size and material (such as PVC, steel, or copper) determine its strength, durability, and resistance to pressure and corrosion. A 3"" pipe is often used for smaller-scale projects or in situations where space is limited. It's commonly used for water supply lines, drainage systems, and other fluid transfer applications.","gre3.jpeg (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/63XoABrIz5LjIPemos2rzA/ZQnICShaUQgVdp1w0pq3nlO51COYeSDs7nOkPjhpAmVsDuyzKCw6kcR7IDfXvb0fr6_wEFpq2ezOhr9AClSEcboPxhd0AP7-UMzcY_ek8cbkN19TOT0Uw59J7_5GW81OZM5y-GeKEjCI4ZDqtvpvTQ/xyAVBnlEdpL6YFMiwxbp463TPPobSUo8Exh2eELXIys),3pip.jpeg (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/jMihEMSgm93DlGdIs0QRsg/FLnI6BHamX2kVNooMtm9cpTLOy4dWm7TeNfN_bmLIQtbFfgdrJdiQxMKXEk5iNNrMdCEdGUV1UVO0QDbBNNburKlePgCmZQc7Hvaia-saTAUiFq4Y9Js9jjQ-6_x5ERVoSKEElDyaKJyqdZaLfGflw/7PCo6xeGx2PUMH7hyNhrHNfbeNDwt6CaJ6kolmB0lqQ)",,pipes,pipes,,,,
17,9812,780,₦3500,,false,3' Semi-Thick PVC Pipe,"3"" PVC pipe has a diameter of three inches, making it suitable for various applications, including plumbing, irrigation, and industrial uses. The pipe's size and material (such as PVC, steel, or copper) determine its strength, durability, and resistance to pressure and corrosion. A 3"" pipe is often used for smaller-scale projects or in situations where space is limited. It's commonly used for water supply lines, drainage systems, and other fluid transfer applications.","gre3.jpeg (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/63XoABrIz5LjIPemos2rzA/ZQnICShaUQgVdp1w0pq3nlO51COYeSDs7nOkPjhpAmVsDuyzKCw6kcR7IDfXvb0fr6_wEFpq2ezOhr9AClSEcboPxhd0AP7-UMzcY_ek8cbkN19TOT0Uw59J7_5GW81OZM5y-GeKEjCI4ZDqtvpvTQ/xyAVBnlEdpL6YFMiwxbp463TPPobSUo8Exh2eELXIys),3pip.jpeg (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/jMihEMSgm93DlGdIs0QRsg/FLnI6BHamX2kVNooMtm9cpTLOy4dWm7TeNfN_bmLIQtbFfgdrJdiQxMKXEk5iNNrMdCEdGUV1UVO0QDbBNNburKlePgCmZQc7Hvaia-saTAUiFq4Y9Js9jjQ-6_x5ERVoSKEElDyaKJyqdZaLfGflw/7PCo6xeGx2PUMH7hyNhrHNfbeNDwt6CaJ6kolmB0lqQ)",,pipes,pipes,,,,
18,4654,900,₦2000,,false,3' Light PVCPipe,"3"" PVC pipe has a diameter of three inches, making it suitable for various applications, including plumbing, irrigation, and industrial uses. The pipe's size and material (such as PVC, steel, or copper) determine its strength, durability, and resistance to pressure and corrosion. A 3"" pipe is often used for smaller-scale projects or in situations where space is limited. It's commonly used for water supply lines, drainage systems, and other fluid transfer applications.","gre3.jpeg (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/63XoABrIz5LjIPemos2rzA/ZQnICShaUQgVdp1w0pq3nlO51COYeSDs7nOkPjhpAmVsDuyzKCw6kcR7IDfXvb0fr6_wEFpq2ezOhr9AClSEcboPxhd0AP7-UMzcY_ek8cbkN19TOT0Uw59J7_5GW81OZM5y-GeKEjCI4ZDqtvpvTQ/xyAVBnlEdpL6YFMiwxbp463TPPobSUo8Exh2eELXIys),3pip.jpeg (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/jMihEMSgm93DlGdIs0QRsg/FLnI6BHamX2kVNooMtm9cpTLOy4dWm7TeNfN_bmLIQtbFfgdrJdiQxMKXEk5iNNrMdCEdGUV1UVO0QDbBNNburKlePgCmZQc7Hvaia-saTAUiFq4Y9Js9jjQ-6_x5ERVoSKEElDyaKJyqdZaLfGflw/7PCo6xeGx2PUMH7hyNhrHNfbeNDwt6CaJ6kolmB0lqQ)",,pipes,pipes,,,,
19,975,1200,₦1500,,false,2' Light PVC Pipe,"This lightweight pipe is commonly used in surface-level drainage systems and temporary water conveyance. It’s made from polyvinyl chloride and is easy to cut and glue. It performs best in non-pressurized or gravity-fed applications. It's resistant to corrosion, rust, and chemical erosion. However, it lacks the durability needed for buried or high-pressure uses.",IMG-20250719-WA0047-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/OgGQBEnVJE_qyLP2V62AsQ/QFY0PTW-kQgIBi2etLj9kIDT3TCG2MiErYteoH8PAvhaUAHJarrsAOyNN2Tuw436K7OXeOnl9OKkVgrnRH43pVUGCAoSLE3STWVxY9CJVM_gFA5URkUFs2UIFuYdLyYSJ9kHCD0CrHDMzv3GgbvL_DCsNfjjXZzfZe4qWbaCeeDjci44ePeQmEhPo83LY2yf/cJaQLSpxROWCvg70oxp3nogrBroDADzu547AI4paQxA),,pipes,pipes,,,,
20,5764,860,₦1800,,false,2' Semi-Thick PVC Pipe,"Stronger than light PVC, this semi-thick pipe is ideal for residential irrigation and supply lines. It handles moderate water pressure while remaining cost-effective. The added wall thickness offers improved impact resistance. It's still relatively easy to install using PVC solvent cement. Common in plumbing systems needing a balance between strength and affordability.",IMG-20250719-WA0047-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/OgGQBEnVJE_qyLP2V62AsQ/QFY0PTW-kQgIBi2etLj9kIDT3TCG2MiErYteoH8PAvhaUAHJarrsAOyNN2Tuw436K7OXeOnl9OKkVgrnRH43pVUGCAoSLE3STWVxY9CJVM_gFA5URkUFs2UIFuYdLyYSJ9kHCD0CrHDMzv3GgbvL_DCsNfjjXZzfZe4qWbaCeeDjci44ePeQmEhPo83LY2yf/cJaQLSpxROWCvg70oxp3nogrBroDADzu547AI4paQxA),,pipes,pipes,,,,
21,8769,740,₦2500,,false,2' Thick PVC Pipe,"This heavy-duty pipe is suited for underground installations and high-pressure water systems. With a thick wall, it withstands strong hydraulic force and heavy soil pressure. It's UV-stable, corrosion-proof, and built to last for years. Suitable for both cold and warm water applications. Often used in industrial and commercial infrastructures.",IMG-20250719-WA0047-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/OgGQBEnVJE_qyLP2V62AsQ/QFY0PTW-kQgIBi2etLj9kIDT3TCG2MiErYteoH8PAvhaUAHJarrsAOyNN2Tuw436K7OXeOnl9OKkVgrnRH43pVUGCAoSLE3STWVxY9CJVM_gFA5URkUFs2UIFuYdLyYSJ9kHCD0CrHDMzv3GgbvL_DCsNfjjXZzfZe4qWbaCeeDjci44ePeQmEhPo83LY2yf/cJaQLSpxROWCvg70oxp3nogrBroDADzu547AI4paQxA),,pipes,pipes,,,,
22,6875,870,₦1200,,false,1' Light PVC Pipe,"A small-diameter, lightweight pipe used in drip irrigation, venting, and DIY water systems. It offers good flexibility but is not recommended for pressure systems. Best used in surface-level or temporary applications. Easy to cut and bond with solvent cement. Cost-effective but less durable compared to thicker variants.",IMG-20250719-WA0046-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/wWRH7uonQq1-LEC5ylHLbA/-eOrih6rOOSFex6e9DwAu4N71uqGM0ooNHs3WNoz3AEenbvsdl5AlmlJhP5wofeeBZEyOLBQAtSqS1j4vSnkUwTcLTi_sL3kcGntjt6VMskhQqg5PKcLrHdt983AJVoYp1JNO6mu86_wcH0MI8JgyugVBj50WuRQracJCxwhF4xRPqHt4pjs6v4dUjfkDTA-/V8iIdwiGCvNg7fl9A4XAP12CQk_5Ga5BS2umVl4GGQM),,pipes,pipes,,,,
23,7535,900,₦1500,,false,1' Semi-Thick PVC Pipe,"Great for water supply to household taps, tanks, and low-pressure areas. More durable than light PVC, yet still flexible enough for compact routing. It offers better resistance to splitting and mild impact. Suitable for both indoor and outdoor use. Can be joined with standard PVC fittings.",IMG-20250719-WA0046-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/wWRH7uonQq1-LEC5ylHLbA/-eOrih6rOOSFex6e9DwAu4N71uqGM0ooNHs3WNoz3AEenbvsdl5AlmlJhP5wofeeBZEyOLBQAtSqS1j4vSnkUwTcLTi_sL3kcGntjt6VMskhQqg5PKcLrHdt983AJVoYp1JNO6mu86_wcH0MI8JgyugVBj50WuRQracJCxwhF4xRPqHt4pjs6v4dUjfkDTA-/V8iIdwiGCvNg7fl9A4XAP12CQk_5Ga5BS2umVl4GGQM),,pipes,pipes,,,,
24,6543,1200,₦1900,,false,1' Thick PVC Pipe,Engineered for continuous use in pressurized systems like water mains and high-volume delivery. This thick-walled pipe resists deformation and supports vertical and underground installations. Ideal for outdoor plumbing exposed to mechanical stress or extreme weather. Long-lasting and requires proper PVC glue for leak-free joints. Offers excellent resistance to chemicals and microbial growth.,IMG-20250719-WA0046-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/wWRH7uonQq1-LEC5ylHLbA/-eOrih6rOOSFex6e9DwAu4N71uqGM0ooNHs3WNoz3AEenbvsdl5AlmlJhP5wofeeBZEyOLBQAtSqS1j4vSnkUwTcLTi_sL3kcGntjt6VMskhQqg5PKcLrHdt983AJVoYp1JNO6mu86_wcH0MI8JgyugVBj50WuRQracJCxwhF4xRPqHt4pjs6v4dUjfkDTA-/V8iIdwiGCvNg7fl9A4XAP12CQk_5Ga5BS2umVl4GGQM),,pipes,pipes,,,,
25,4327,700,₦1200,,false,3/4' Light PVC Pipe,"Commonly used in low-flow irrigation systems, aquarium setups, or light water transport. The small size and lightweight design make it easy to install. It's suitable for non-critical systems with minimal pressure. Easily damaged under pressure or impact. Not recommended for buried or long-term applications.",IMG-20250719-WA0044-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/DrpCVNaTXBVQVseK1XOk3w/jD0l7b_hL8Pfil4afgM6yQa8q6v2b81s30SmfAu0pkAGUAvCcHX6jfF1GaKSgGN8-ev5AmYfnpWNOFjloR06sl1nPbhTgy1Qetn1tG_dBjga967DNsRjCCzfMd4-kyoA_CFsteHrwcBLtgFKgoubIZuxLX4gBo167KN4sQ49MMbER2Vkucd50P6au2oKlBBk/hbAEd06ItvJECOwU1a6_GLi1M6VRpSiIfU22r64v7AY),,pipes,pipes,,,,
26,9864,480,₦1500,,false,3/4' Thick PVC Pipe,"Used for distributing water in bathrooms, kitchens, and irrigation setups under moderate pressure. It’s sturdy and offers a tight seal when connected properly. Highly durable against mechanical impact and wear. Ideal for long-term residential plumbing needs. UV-resistant for outdoor use.",IMG-20250719-WA0044-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/DrpCVNaTXBVQVseK1XOk3w/jD0l7b_hL8Pfil4afgM6yQa8q6v2b81s30SmfAu0pkAGUAvCcHX6jfF1GaKSgGN8-ev5AmYfnpWNOFjloR06sl1nPbhTgy1Qetn1tG_dBjga967DNsRjCCzfMd4-kyoA_CFsteHrwcBLtgFKgoubIZuxLX4gBo167KN4sQ49MMbER2Vkucd50P6au2oKlBBk/hbAEd06ItvJECOwU1a6_GLi1M6VRpSiIfU22r64v7AY),,pipes,pipes,,,,
27,8595,654,₦1000,,false,1/2' Light PVC Pipe,Best for temporary water supply or light-duty irrigation lines. It’s inexpensive and works well in small-scale projects. Easy to cut and fit with compression or solvent connections. Should not be used for high-pressure systems. Best for low-flow environments.,IMG-20250719-WA0044-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/DrpCVNaTXBVQVseK1XOk3w/jD0l7b_hL8Pfil4afgM6yQa8q6v2b81s30SmfAu0pkAGUAvCcHX6jfF1GaKSgGN8-ev5AmYfnpWNOFjloR06sl1nPbhTgy1Qetn1tG_dBjga967DNsRjCCzfMd4-kyoA_CFsteHrwcBLtgFKgoubIZuxLX4gBo167KN4sQ49MMbER2Vkucd50P6au2oKlBBk/hbAEd06ItvJECOwU1a6_GLi1M6VRpSiIfU22r64v7AY),,pipes,pipes,,,,
28,3628,876,₦1300,,false,1/2' Thick PVC Pipe,"Strong enough for internal pressurized water supply to faucets, toilets, and heaters. It maintains shape and functionality even under stress. Used in plumbing layouts requiring longevity and pressure resistance. Joins well with commercial PVC fittings. Also suitable for hot water with temperature-tolerant grades.",IMG-20250719-WA0044-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/DrpCVNaTXBVQVseK1XOk3w/jD0l7b_hL8Pfil4afgM6yQa8q6v2b81s30SmfAu0pkAGUAvCcHX6jfF1GaKSgGN8-ev5AmYfnpWNOFjloR06sl1nPbhTgy1Qetn1tG_dBjga967DNsRjCCzfMd4-kyoA_CFsteHrwcBLtgFKgoubIZuxLX4gBo167KN4sQ49MMbER2Vkucd50P6au2oKlBBk/hbAEd06ItvJECOwU1a6_GLi1M6VRpSiIfU22r64v7AY),,pipes,pipes,,,,
29,865,800,₦8500,,false,6'  Pipe,"A large-diameter pipe used for heavy-duty applications such as storm drainage, sewage, and industrial outflow systems. Supports high-volume water movement with minimal resistance. Often installed underground or in structural water transport lines. Requires machinery to handle due to weight and size. Highly durable, weather-resistant, and built for long-term use.",6in-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/L-xS7SYjrGGlYKy1qxNaGQ/grkDCg_v41c-GJlc83lGzmLTOwXGwfblNDSW-rds--M6JMnxsFGr40ePjRftb6g_8dQzfEMwE8sT2iur0A4B7uxvnox4LqrO_tFXtiA1PYNCxXr0kWOLlxbN9Z3nQWLgCqjaejq_rPvs4umMnqh3dfiUdTeuaXi1P6dKip_A5kk/mPdb9JX89qlspJG1SGO39zVS1j1pWoKlyqVXVp1GvUY),,pipes,pipes,,,,
30,4852,970,₦7500,,false,4' Sarvin Thick Pipe,A premium-grade pipe designed for heavy load-bearing and high-pressure systems. Suitable for major construction projects and municipal plumbing. Its thickness ensures durability under earth pressure and thermal changes. Excellent resistance to corrosion and harsh water conditions. Often used for sewer or mainline water transport.,IMG-20250719-WA0054-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/cQd1UvRRLhIh5bIohjWtFw/8UrcMMdUsqdjMwNbD3ObS1fLo89NqpYhE1iMvNUa_ADHwHBXJS_U2lCK6MuEe7WnI0OlSi_7NuwVeFn3-68zaNPjm-G28C9BvRTpP9MisKOHIyCA0sja_5OqOr4USqDNeZtz8KEcejjjX2CBQPliUDe_JVwFZ0c7xTTy-43KYHRTFbz4oyxSjEx-G0B3mLI1/dEgiNyl5wwYhjdBOswI4IJjUoHQDwWxH8w1amUQS0c8),,pipes,pipes,,,,
31,8767,760,₦5500,,false,4' Sarvin light Pipe,A lighter option used primarily for air ventilation ducts or waste water systems. Easier to install but not suitable for buried or pressured applications. Still maintains good chemical resistance. Common in low-load installations like gutter systems. Cost-effective for above-ground use.,IMG-20250719-WA0054-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/cQd1UvRRLhIh5bIohjWtFw/8UrcMMdUsqdjMwNbD3ObS1fLo89NqpYhE1iMvNUa_ADHwHBXJS_U2lCK6MuEe7WnI0OlSi_7NuwVeFn3-68zaNPjm-G28C9BvRTpP9MisKOHIyCA0sja_5OqOr4USqDNeZtz8KEcejjjX2CBQPliUDe_JVwFZ0c7xTTy-43KYHRTFbz4oyxSjEx-G0B3mLI1/dEgiNyl5wwYhjdBOswI4IJjUoHQDwWxH8w1amUQS0c8),,pipes,pipes,,,,
32,6743,689,₦3800,,false,2' Sarvin Thick Pipe,Used in both hot and cold water distribution systems in residential and commercial buildings. The thickness allows it to handle high water pressure. It resists scaling and cracking over time. Suitable for external and underground use. Joins with thermal welding or high-strength adhesive.,IMG-20250719-WA0049-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/XyEwaiCNUle6Z3suSghiMQ/d1lbN2jLMhfMK7pUzoqTRBAV2wcWbvk2FZzmfRqNPyFRJYPFpWlrgnxcku9yCmDFCIG0P5XmCPPEpxaKVqoFx8LOrLoCA6FrTA6cQjKo-IiXl7-p8MD64bC4uWmLzGk1pD_TxWgWz-W5TdI7IYy9x_uY5Fgk2Ab_WGr6VwV8mBvC6PSe2lUxVqcoiIKwyOcM/BTKCOIWVg6tj05i4UFA-vSW9Xh7R8gG5m-XeHLiW1WY),,pipes,pipes,,,,
33,2314,500,₦3200,,false,2' Sarvin Light Pipe,Ideal for low-pressure systems such as non-potable water and surface drainage. Lightweight and easy to install with minimal tools. Should not be buried or used in high-stress situations. Economical for basic plumbing needs. Compatible with standard Sarvin fittings.,IMG-20250719-WA0049-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/XyEwaiCNUle6Z3suSghiMQ/d1lbN2jLMhfMK7pUzoqTRBAV2wcWbvk2FZzmfRqNPyFRJYPFpWlrgnxcku9yCmDFCIG0P5XmCPPEpxaKVqoFx8LOrLoCA6FrTA6cQjKo-IiXl7-p8MD64bC4uWmLzGk1pD_TxWgWz-W5TdI7IYy9x_uY5Fgk2Ab_WGr6VwV8mBvC6PSe2lUxVqcoiIKwyOcM/BTKCOIWVg6tj05i4UFA-vSW9Xh7R8gG5m-XeHLiW1WY),,pipes,pipes,,,,24
34,9832,654,₦2900,,false,1' Sarvin Thick Pipe,"Built to handle high-pressure and temperature variations within homes or offices. It's durable, rigid, and widely used for concealed piping. Safe for drinking water systems and compliant with hygiene standards. Offers noise reduction in water flow. Compatible with mechanical and adhesive joining.",IMG-20250719-WA0049-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/XyEwaiCNUle6Z3suSghiMQ/d1lbN2jLMhfMK7pUzoqTRBAV2wcWbvk2FZzmfRqNPyFRJYPFpWlrgnxcku9yCmDFCIG0P5XmCPPEpxaKVqoFx8LOrLoCA6FrTA6cQjKo-IiXl7-p8MD64bC4uWmLzGk1pD_TxWgWz-W5TdI7IYy9x_uY5Fgk2Ab_WGr6VwV8mBvC6PSe2lUxVqcoiIKwyOcM/BTKCOIWVg6tj05i4UFA-vSW9Xh7R8gG5m-XeHLiW1WY),,pipes,pipes,,,,
35,5842,460,₦2500,,false,1' Sarvin Light Pipe,"A versatile option for minor indoor plumbing applications. It's lightweight, affordable, and easy to transport. Best used for water lines to wash basins and toilets. Not suitable for underground use or hot water. Ideal for quick, low-cost plumbing projects.",IMG-20250719-WA0049-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/XyEwaiCNUle6Z3suSghiMQ/d1lbN2jLMhfMK7pUzoqTRBAV2wcWbvk2FZzmfRqNPyFRJYPFpWlrgnxcku9yCmDFCIG0P5XmCPPEpxaKVqoFx8LOrLoCA6FrTA6cQjKo-IiXl7-p8MD64bC4uWmLzGk1pD_TxWgWz-W5TdI7IYy9x_uY5Fgk2Ab_WGr6VwV8mBvC6PSe2lUxVqcoiIKwyOcM/BTKCOIWVg6tj05i4UFA-vSW9Xh7R8gG5m-XeHLiW1WY),,pipes,pipes,,,,
36,5328,680,₦2200,,false,3/4' Sarvin Thick Pipe,Designed for medium to high-pressure water delivery in residential plumbing. Provides long service life without corrosion or buildup. Suitable for both hot and cold water lines. Common in concealed piping systems. Joins securely with Sarvin couplings.,IMG-20250719-WA0049-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/XyEwaiCNUle6Z3suSghiMQ/d1lbN2jLMhfMK7pUzoqTRBAV2wcWbvk2FZzmfRqNPyFRJYPFpWlrgnxcku9yCmDFCIG0P5XmCPPEpxaKVqoFx8LOrLoCA6FrTA6cQjKo-IiXl7-p8MD64bC4uWmLzGk1pD_TxWgWz-W5TdI7IYy9x_uY5Fgk2Ab_WGr6VwV8mBvC6PSe2lUxVqcoiIKwyOcM/BTKCOIWVg6tj05i4UFA-vSW9Xh7R8gG5m-XeHLiW1WY),,pipes,pipes,,,,
37,1247,200,₦1800,,false,3/4' Sarvin Light Pipe,Mostly used for internal connections like water heaters and washing machines. Not suitable for heavy pressure or underground setups. Lightweight and quick to install. Ideal for temporary or low-demand applications. Compatible with snap-on or glue fittings.,IMG-20250719-WA0049-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/XyEwaiCNUle6Z3suSghiMQ/d1lbN2jLMhfMK7pUzoqTRBAV2wcWbvk2FZzmfRqNPyFRJYPFpWlrgnxcku9yCmDFCIG0P5XmCPPEpxaKVqoFx8LOrLoCA6FrTA6cQjKo-IiXl7-p8MD64bC4uWmLzGk1pD_TxWgWz-W5TdI7IYy9x_uY5Fgk2Ab_WGr6VwV8mBvC6PSe2lUxVqcoiIKwyOcM/BTKCOIWVg6tj05i4UFA-vSW9Xh7R8gG5m-XeHLiW1WY),,pipes,pipes,,,,
38,2198,300,₦1800,,false,1/2' Sarvin Thick Pipe,Widely used for high-pressure systems in tight spaces like behind walls. Ensures minimal heat loss and leak-free operation. Strong and durable with high thermal resistance. Common in kitchens and bathrooms. Easy to maintain and replace.,IMG-20250719-WA0049-removebg-preview.png (https://v5.airtableusercontent.com/v3/u/46/46/1761127200000/XyEwaiCNUle6Z3suSghiMQ/d1lbN2jLMhfMK7pUzoqTRBAV2wcWbvk2FZzmfRqNPyFRJYPFpWlrgnxcku9yCmDFCIG0P5XmCPPEpxaKVqoFx8LOrLoCA6FrTA6cQjKo-IiXl7-p8MD64bC4uWmLzGk1pD_TxWgWz-W5TdI7IYy9x_uY5Fgk2Ab_WGr6VwV8mBvC6PSe2lUxVqcoiIKwyOcM/BTKCOIWVg6tj05i4UFA-vSW9Xh7R8gG5m-XeHLiW1WY),,pipes,pipes,,,,
